start_lat,start_lng,end_lat,end_lng,distance,timestamp,month,day,date,weekday,time
44.1870881,-79.6705665,44.12094024,-79.79197121,17.4,2020-06-29-151349598429,6,29,2020-06-29,1,15.21666667
44.12072194,-79.79209308,44.15292278,-79.73630855,7.5,2020-06-29-151350284714,6,29,2020-06-29,1,15.21666667
44.12072194,-79.79209308,44.1870881,-79.6705665,17.3,2020-06-29-151351338895,6,29,2020-06-29,1,15.21666667
44.12072194,-79.79209308,44.1697454,-79.7528009,7.8,2020-06-29-151351905352,6,29,2020-06-29,1,15.21666667
44.1871321,-79.6706479,44.15292278,-79.73630855,8.9,2020-06-29-151352727901,6,29,2020-06-29,1,15.21666667
44.1871321,-79.6706479,44.1697454,-79.7528009,11.1,2020-06-29-151353695045,6,29,2020-06-29,1,15.21666667
44.1697454,-79.7528009,44.15292278,-79.73630855,4.7,2020-06-29-151357728512,6,29,2020-06-29,1,15.21666667
44.1871321,-79.6706479,44.12094024,-79.79197121,17.4,2020-06-29-151357911496,6,29,2020-06-29,1,15.21666667
44.1697454,-79.7528009,44.12094024,-79.79197121,7.8,2020-06-29-151357914803,6,29,2020-06-29,1,15.21666667
44.1871321,-79.6706479,44.12072194,-79.79209308,17.3,2020-06-29-151357949070,6,29,2020-06-29,1,15.21666667
44.1697454,-79.7528009,44.12072194,-79.79209308,7.8,2020-06-29-151357954055,6,29,2020-06-29,1,15.21666667
44.1697454,-79.7528009,44.1870881,-79.6705665,11.1,2020-06-29-151400833616,6,29,2020-06-29,1,15.23333333
44.1697454,-79.7528009,44.1871321,-79.6706479,11.1,2020-06-29-151401067916,6,29,2020-06-29,1,15.23333333
44.15292278,-79.73630855,44.12072194,-79.79209308,7.5,2020-06-29-163813578204,6,29,2020-06-29,1,16.63333333
44.12094024,-79.79197121,44.1870881,-79.6705665,17.4,2020-06-29-163815061761,6,29,2020-06-29,1,16.63333333
44.15292278,-79.73630855,44.12094024,-79.79197121,7.5,2020-06-29-163815080595,6,29,2020-06-29,1,16.63333333
44.12094024,-79.79197121,44.1871321,-79.6706479,17.4,2020-06-29-163815127371,6,29,2020-06-29,1,16.63333333
44.15292278,-79.73630855,44.1697454,-79.7528009,4.7,2020-06-29-163815138563,6,29,2020-06-29,1,16.63333333
44.15292278,-79.73630855,44.1871321,-79.6706479,8.9,2020-06-29-163817099888,6,29,2020-06-29,1,16.63333333
