start_lat,start_lng,end_lat,end_lng,distance,timestamp,month,day,date,weekday,time
43.86911433,-80.06610163,43.86155353,-80.13596405,11.4,2020-06-29-142829387168,6,29,2020-06-29,1,14.46666667
43.86776,-80.06069889,43.86764563,-80.06128476,0.085,2020-06-29-142829501862,6,29,2020-06-29,1,14.46666667
43.86776,-80.06069889,43.86911433,-80.06610163,0.27,2020-06-29-142830744087,6,29,2020-06-29,1,14.46666667
43.86776,-80.06069889,43.87989702,-80.02434021,8.1,2020-06-29-142831223937,6,29,2020-06-29,1,14.46666667
43.884977,-80.047619,43.86911433,-80.06610163,4.7,2020-06-29-142831543764,6,29,2020-06-29,1,14.46666667
43.884977,-80.047619,43.86764563,-80.06128476,4.5,2020-06-29-142832723679,6,29,2020-06-29,1,14.46666667
43.884977,-80.047619,43.87989702,-80.02434021,3.2,2020-06-29-142832976252,6,29,2020-06-29,1,14.46666667
43.86764563,-80.06128476,43.86776,-80.06069889,0.085,2020-06-29-142833445808,6,29,2020-06-29,1,14.46666667
43.86764563,-80.06128476,43.86155353,-80.13596405,11.2,2020-06-29-142834223429,6,29,2020-06-29,1,14.46666667
43.884977,-80.047619,43.86776,-80.06069889,4.4,2020-06-29-142834712656,6,29,2020-06-29,1,14.46666667
43.884977,-80.047619,43.86155353,-80.13596405,11.5,2020-06-29-142835475864,6,29,2020-06-29,1,14.46666667
43.86764563,-80.06128476,43.86911433,-80.06610163,0.27,2020-06-29-142835911590,6,29,2020-06-29,1,14.46666667
43.86764563,-80.06128476,43.884977,-80.047619,4.5,2020-06-29-142836344793,6,29,2020-06-29,1,14.46666667
43.86764563,-80.06128476,43.87989702,-80.02434021,8.2,2020-06-29-142837044002,6,29,2020-06-29,1,14.46666667
43.86155353,-80.13596405,43.86911433,-80.06610163,11.4,2020-06-29-142837820099,6,29,2020-06-29,1,14.46666667
43.86155353,-80.13596405,43.884977,-80.047619,11.5,2020-06-29-142838510730,6,29,2020-06-29,1,14.46666667
43.86155353,-80.13596405,43.87989702,-80.02434021,14.8,2020-06-29-142838935914,6,29,2020-06-29,1,14.46666667
43.87989702,-80.02434021,43.86776,-80.06069889,8.1,2020-06-29-142839375030,6,29,2020-06-29,1,14.46666667
43.86155353,-80.13596405,43.86776,-80.06069889,11.1,2020-06-29-142840943335,6,29,2020-06-29,1,14.46666667
43.86155353,-80.13596405,43.86764563,-80.06128476,11.2,2020-06-29-142841643393,6,29,2020-06-29,1,14.46666667
43.87989702,-80.02434021,43.86911433,-80.06610163,8.4,2020-06-29-142841978126,6,29,2020-06-29,1,14.46666667
43.87989702,-80.02434021,43.884977,-80.047619,3.2,2020-06-29-142842329425,6,29,2020-06-29,1,14.46666667
43.87989702,-80.02434021,43.86764563,-80.06128476,8.2,2020-06-29-142844637087,6,29,2020-06-29,1,14.46666667
43.87989702,-80.02434021,43.86155353,-80.13596405,14.8,2020-06-29-142847627413,6,29,2020-06-29,1,14.46666667
43.86911433,-80.06610163,43.86776,-80.06069889,0.27,2020-06-29-143822912936,6,29,2020-06-29,1,14.63333333
43.86911433,-80.06610163,43.86764563,-80.06128476,0.27,2020-06-29-143822993787,6,29,2020-06-29,1,14.63333333
43.86776,-80.06069889,43.86155353,-80.13596405,11.1,2020-06-29-143822996501,6,29,2020-06-29,1,14.63333333
43.86776,-80.06069889,43.884977,-80.047619,4.4,2020-06-29-143823058184,6,29,2020-06-29,1,14.63333333
43.86911433,-80.06610163,43.87989702,-80.02434021,8.4,2020-06-29-143823229872,6,29,2020-06-29,1,14.63333333
43.86776,-80.06069889,43.86764563,-80.06128476,0.085,2020-06-29-143827317323,6,29,2020-06-29,1,14.63333333
43.86776,-80.06069889,43.87989702,-80.02434021,8.1,2020-06-29-143827595183,6,29,2020-06-29,1,14.63333333
43.86911433,-80.06610163,43.884977,-80.047619,4.7,2020-06-29-143827622271,6,29,2020-06-29,1,14.63333333
43.86911433,-80.06610163,43.86155353,-80.13596405,11.4,2020-06-29-143827809996,6,29,2020-06-29,1,14.63333333
43.86776,-80.06069889,43.86911433,-80.06610163,0.27,2020-06-29-143827823132,6,29,2020-06-29,1,14.63333333
43.884977,-80.047619,43.86911433,-80.06610163,4.7,2020-06-29-143830857330,6,29,2020-06-29,1,14.63333333
43.86764563,-80.06128476,43.86155353,-80.13596405,11.2,2020-06-29-143831165760,6,29,2020-06-29,1,14.63333333
43.884977,-80.047619,43.87989702,-80.02434021,3.2,2020-06-29-143831337714,6,29,2020-06-29,1,14.63333333
43.884977,-80.047619,43.86764563,-80.06128476,4.5,2020-06-29-143831360401,6,29,2020-06-29,1,14.63333333
43.86764563,-80.06128476,43.86776,-80.06069889,0.085,2020-06-29-143831423196,6,29,2020-06-29,1,14.63333333
43.884977,-80.047619,43.86776,-80.06069889,4.4,2020-06-29-143834414792,6,29,2020-06-29,1,14.63333333
43.86764563,-80.06128476,43.87989702,-80.02434021,8.2,2020-06-29-143834877321,6,29,2020-06-29,1,14.63333333
43.86764563,-80.06128476,43.884977,-80.047619,4.5,2020-06-29-143835125594,6,29,2020-06-29,1,14.63333333
43.884977,-80.047619,43.86155353,-80.13596405,11.5,2020-06-29-143835158085,6,29,2020-06-29,1,14.63333333
43.86764563,-80.06128476,43.86911433,-80.06610163,0.27,2020-06-29-143835159429,6,29,2020-06-29,1,14.63333333
43.86155353,-80.13596405,43.86911433,-80.06610163,11.4,2020-06-29-143837350873,6,29,2020-06-29,1,14.63333333
43.86155353,-80.13596405,43.884977,-80.047619,11.5,2020-06-29-143838228817,6,29,2020-06-29,1,14.63333333
43.87989702,-80.02434021,43.86776,-80.06069889,8.1,2020-06-29-143838370522,6,29,2020-06-29,1,14.63333333
43.86155353,-80.13596405,43.87989702,-80.02434021,14.8,2020-06-29-143838921675,6,29,2020-06-29,1,14.63333333
43.87989702,-80.02434021,43.86764563,-80.06128476,8.2,2020-06-29-143838921660,6,29,2020-06-29,1,14.63333333
43.87989702,-80.02434021,43.884977,-80.047619,3.2,2020-06-29-143841360885,6,29,2020-06-29,1,14.63333333
43.86155353,-80.13596405,43.86764563,-80.06128476,11.2,2020-06-29-143841945083,6,29,2020-06-29,1,14.63333333
43.87989702,-80.02434021,43.86155353,-80.13596405,14.8,2020-06-29-143842340705,6,29,2020-06-29,1,14.63333333
43.87989702,-80.02434021,43.86911433,-80.06610163,8.4,2020-06-29-143842575650,6,29,2020-06-29,1,14.63333333
43.86155353,-80.13596405,43.86776,-80.06069889,11.1,2020-06-29-143845141497,6,29,2020-06-29,1,14.63333333
43.86911433,-80.06610163,43.86776,-80.06069889,0.27,2020-06-29-150615453696,6,29,2020-06-29,1,15.1
43.86776,-80.06069889,43.86155353,-80.13596405,11.1,2020-06-29-150615693645,6,29,2020-06-29,1,15.1
43.86911433,-80.06610163,43.87989702,-80.02434021,8.4,2020-06-29-150615745948,6,29,2020-06-29,1,15.1
43.86911433,-80.06610163,43.86764563,-80.06128476,0.27,2020-06-29-150615860331,6,29,2020-06-29,1,15.1
43.86776,-80.06069889,43.884977,-80.047619,4.4,2020-06-29-150616058564,6,29,2020-06-29,1,15.1
43.86911433,-80.06610163,43.884977,-80.047619,4.7,2020-06-29-150618135132,6,29,2020-06-29,1,15.1
43.86776,-80.06069889,43.86911433,-80.06610163,0.27,2020-06-29-150618950656,6,29,2020-06-29,1,15.1
43.86776,-80.06069889,43.87989702,-80.02434021,8.1,2020-06-29-150619008564,6,29,2020-06-29,1,15.1
43.86776,-80.06069889,43.86764563,-80.06128476,0.085,2020-06-29-150619126978,6,29,2020-06-29,1,15.1
43.86911433,-80.06610163,43.86155353,-80.13596405,11.4,2020-06-29-150619191196,6,29,2020-06-29,1,15.1
43.884977,-80.047619,43.86911433,-80.06610163,4.7,2020-06-29-150621509969,6,29,2020-06-29,1,15.1
43.884977,-80.047619,43.86764563,-80.06128476,4.5,2020-06-29-150622236814,6,29,2020-06-29,1,15.1
43.884977,-80.047619,43.87989702,-80.02434021,3.2,2020-06-29-150622321584,6,29,2020-06-29,1,15.1
43.86764563,-80.06128476,43.86776,-80.06069889,0.085,2020-06-29-150622429595,6,29,2020-06-29,1,15.1
43.86764563,-80.06128476,43.86155353,-80.13596405,11.2,2020-06-29-150622601808,6,29,2020-06-29,1,15.1
43.884977,-80.047619,43.86776,-80.06069889,4.4,2020-06-29-150625245609,6,29,2020-06-29,1,15.1
43.86764563,-80.06128476,43.86911433,-80.06610163,0.27,2020-06-29-150625265539,6,29,2020-06-29,1,15.1
43.884977,-80.047619,43.86155353,-80.13596405,11.5,2020-06-29-150625696262,6,29,2020-06-29,1,15.1
43.86764563,-80.06128476,43.884977,-80.047619,4.5,2020-06-29-150627117698,6,29,2020-06-29,1,15.1
